"Data","n","p","Experiment","Run","Correlation","MAE","RMSE","LMP","R2","Count_P","Time","First","Second","Third","FirstM","SecondM","ThirdM"
"_deprecated_195_auto_price",159,16,"S1",9,0.880766598595589,0.0561372776292809,0.089338449578218,143.145682817634,0.773735160078113,6,718.308000000005,"x7","x5*x7","x5",0.999999852473363,0.997252630641669,0.872886733496348
"_deprecated_207_autoPrice",159,16,"S1",9,0.880848952903318,0.0585375473563476,0.0894936380384149,143.145682817634,0.772948394917088,9,587.293000000005,"x5","x7*x5","x12",0.999999996430133,0.999999624722308,0.695064480866797
"1027_ESL",488,5,"S1",9,0.929918171177492,0.0541327353835674,0.0682717101616495,468.554729358578,0.862730502643237,8,1274.577,"x3","troot(x1)","x4",0.999999999999862,0.86608547895206,0.702002861204462
"1028_SWD",1000,11,"S1",9,0.677807999665851,0.165324398091847,0.204179377464638,74.611781597689,0.447463885693338,14,1908.232,"x10","x5","x7",0.999999999990493,0.999992692417907,0.99791456085282
"1029_LEV",1000,5,"S1",9,0.73340296715814,0.127408448620751,0.163865181136212,318.335695300911,0.536238383613066,8,1978.285,"x1","x3","x4",0.74603174603175,0.730158730158716,0.714285714285721
"1030_ERA",1000,5,"S1",9,0.583911872618933,0.153956687087767,0.19394702861058,141.182939994288,0.340441426290441,6,1059.349,"x2","x3","x4",1,0.999999942576895,0.710631622995047
"1089_USCrime",47,14,"S1",9,0.6587467888903,0.121329772345929,0.145517034215539,28.8437244465163,0.105681138240085,7,531.671000000002,"x13","x3","x1",0.999999182937864,0.993014624894608,0.984897659529954
"1096_FacultySalaries",50,5,"S1",9,0.963956810461615,0.054349646190517,0.0674497194388418,35.8090770091085,0.820905425269851,4,485.374000000011,"x2","x4","x3",0.717399855067352,0.668585195754357,0.656372251053455
"1199_BNG_echoMonths",17496,10,"S1",9,0.674250143563492,0.11613519919513,0.148144007901572,6282.73073565309,0.454416765560917,12,26759.101,"x3","x9","sin_deg(x5)",1,1,1
"192_vineyard",52,3,"S1",9,0.883042826884597,0.0835318060184214,0.0980467580810862,27.3848711783006,0.734634942929462,4,463.864000000001,"x2","x1*x2","x1",0.987250467602385,0.925158372454463,0.688569729279709
"197_cpu_act",8192,22,"S1",9,0.738002741340496,0.990028284863298,0.999672811146046,13499.9463397637,-27.3585651678294,26,15817.506,"x17*cos_deg(1+x19)","x18","x10",1,1,1
"201_pol",15000,49,"S1",9,0.918347993854573,0.124860549850463,0.165804932166529,4100.51757505996,0.841912258065937,49,51775.805,"troot(x6*x9)","p2(sin_deg(troot(cos_deg(x6))))","sin_deg(x5)*x8",1,1,1
"210_cloud",108,6,"S1",9,0.867465984606104,0.0598223639403558,0.0982678249571187,127.685187518815,0.749443014198555,5,360.318999999989,"x3","x4","x5",1,1,0.50063912270222
"503_wind",6574,15,"S1",9,0.873028785307201,0.115285366037817,0.142888911121036,5802.18907824928,0.273183087444674,19,9674.17600000001,"x14","p2(x2)","x13",1,1,1
"505_tecator",240,125,"S1",9,-0.974388868266859,10.048253879562,10.2460270351728,556.628408829437,-1820.20703050352,17,953.499000000011,"x97","x107","x73",1,1,1
"519_vinnie",380,3,"S1",9,0.864323517348307,0.0864927442974769,0.104342222349692,241.995769788343,0.738273679734886,1,314.938000000024,"x2","NA","NA",1,"NA","NA"
"522_pm10",500,8,"S1",9,0.512031572397315,0.136843598975033,0.176139837343742,128.450869114207,0.249136324327444,4,558.347999999998,"x3*x1","x3","x3",0.791469632097302,0.669369297817095,0.668601935263771
"523_analcatdata_neavote",100,3,"S1",9,0.98490436709553,0.0522477739825856,0.0747192112499868,55.0573729602485,0.969932193955091,4,343.822000000015,"x1","x1","x1*x1",0.665199549715148,0.665199549715148,0.503954541922008
"527_analcatdata_election2000",67,15,"S1",9,1,4.61359912691773e-17,1.13579114311647e-16,1826.97270436946,1,12,303.017999999982,"x2","x3","x9",1,1,1
"529_pollen",3848,5,"S1",9,0.887923869510312,0.0498599802655081,0.0630412587405904,3906.70203448874,0.788342363982302,4,3165.24899999998,"x1","x2","x4",1,1,1
"542_pollution",60,16,"S1",9,0.632003099506153,0.102627533542206,0.149904420104931,27.0167153193698,0.245411475188921,8,344.244000000006,"x9","x5","x2",0.998734966801268,0.993442338551337,0.767816503036999
"547_no2",500,8,"S1",9,0.675683453688529,0.0869519283045666,0.1123788605091,321.57543235064,0.453217334840493,12,936.415000000008,"x4","x6","x4*x2",0.999999999999937,0.999758759034349,0.977950057065498
"556_analcatdata_apnea2",475,4,"S1",9,0.337386501278375,0.0633941545530797,0.120691396920426,215.173182958967,0.0877640264784263,4,470.28899999999,"sin_deg(x2)","p3(x2)","x2",0.999976600590167,0.972744321223795,0.666680326554578
