"Data","n","p","Experiment","Run","Correlation","MAE","RMSE","LMP","R2","Count_P","Time","First","Second","Third","FirstM","SecondM","ThirdM"
"_deprecated_195_auto_price",159,16,"S1",10,0.866468035183166,0.0446056253639712,0.0644224061938986,128.245602500039,0.74485738183074,10,504.382000000005,"x7*x5","x12","x5",0.833406794104075,0.693692591082413,0.667089284857189
"_deprecated_207_autoPrice",159,16,"S1",10,0.866461090375432,0.0446054580121177,0.0644232111235205,128.245602500039,0.744851006001387,8,515.017,"x7*x5","x12","x7",0.999066006236274,0.947240411317568,0.946725167370501
"1027_ESL",488,5,"S1",10,0.922366826212652,0.0508106203042762,0.067299721673722,462.795859448907,0.848322824221175,4,834.428999999996,"x2","x3","x1",1,1,0.999999999982382
"1028_SWD",1000,11,"S1",10,0.605356381167011,0.17420995159155,0.213464204715187,84.208798348825,0.352021974775973,7,1094.707,"x3","x10*x8","x9",0.999999999999826,0.999998563531465,0.999996102905108
"1029_LEV",1000,5,"S1",10,0.756690428196983,0.124268947573354,0.152681321518141,300.147445216655,0.571036619672347,5,931.794000000002,"x1","x2","x3",1,1,0.999999989138601
"1030_ERA",1000,5,"S1",10,0.562064785843836,0.161015519884618,0.200290213164478,150.398857872258,0.314253513000481,6,1319.25599999999,"x3","x4","x1",0.999995143280829,0.996586423049192,0.666947492735632
"1089_USCrime",47,14,"S1",10,0.852933685244444,0.112423004152462,0.133561755380645,31.282493202675,0.659638154540529,12,409.935999999994,"x6","x4","x13",0.991611298776022,0.9378467528317,0.860670672675547
"1096_FacultySalaries",50,5,"S1",10,0.855628035642358,0.0580368602688642,0.0768047839616553,37.2426914809997,0.70983519843602,5,395.762999999999,"x2","x2","x4",0.637518505077002,0.633893554174384,0.522627956470754
"1199_BNG_echoMonths",17496,10,"S1",10,0.652148742067163,0.119900898388707,0.15262754871833,6416.1656318775,0.425271338225899,14,22788.44,"x3","x8","cos_deg(x5)",1,1,0.99999999332286
"192_vineyard",52,3,"S1",10,0.916884984454678,0.0749018326627204,0.0870960777066995,25.2045359938279,0.762940641491473,5,349.637000000002,"x2","x2*x1","x1",0.992706666934522,0.833378178728632,0.666627413700136
"197_cpu_act",8192,22,"S1",10,0.661429840682634,2.35453228995135,2.51688195040765,13654.8470302828,-211.418114441833,22,12937.126,"troot(x21)","troot(x5)*troot(x21)","troot(x21)*x17",1,1,1
"_deprecated_195_auto_price",159,16,"S1",10,0.866468035183166,0.0446056253639712,0.0644224061938986,128.245602500039,0.74485738183074,10,502.032,"x7*x5","x12","x5",0.833406794104075,0.693692591082413,0.667089284857189
"_deprecated_207_autoPrice",159,16,"S1",10,0.866461090375432,0.0446054580121177,0.0644232111235205,128.245602500039,0.744851006001387,8,499.061,"x7*x5","x12","x7",0.999066006236274,0.947240411317568,0.946725167370501
"1027_ESL",488,5,"S1",10,0.922366826212652,0.0508106203042762,0.067299721673722,462.795859448907,0.848322824221175,4,762.624,"x2","x3","x1",1,1,0.999999999982382
"1028_SWD",1000,11,"S1",10,0.605356381167011,0.17420995159155,0.213464204715187,84.208798348825,0.352021974775973,7,955.644,"x3","x10*x8","x9",0.999999999999826,0.999998563531465,0.999996102905108
"1029_LEV",1000,5,"S1",10,0.756690428196983,0.124268947573354,0.152681321518141,300.147445216655,0.571036619672347,5,853.933,"x1","x2","x3",1,1,0.999999989138601
